"movieId,""tagId"",""relevance"""
1,514,0.0175
1,515,0.01875
1,516,0.05375
1,517,0.02025
1,518,0.01825
1,519,0.38225
1,520,0.01675
1,521,0.00924999999999998
1,522,0.04725
1,523,0.028
1,524,0.0885
1,525,0.0295
1,526,0.14025
1,527,0.21325
1,528,0.62925
1,529,0.689
1,530,0.07
1,531,0.2785
1,532,0.2265
1,533,0.02575
1,534,0.0455
1,535,0.5305
1,536,0.942
1,537,0.02425
1,538,0.02
1,539,0.0125
1,540,0.13175
1,541,0.019
1,542,0.01575
1,543,0.2225
1,544,0.066
1,545,0.062
1,546,0.05425
1,547,0.077
1,548,0.34125
1,549,0.18875
1,550,0.10075
1,551,0.1565
1,552,0.05425
1,553,0.49275
1,554,0.57875
1,555,0.1625
1,556,0.07575
1,557,0.12975
1,558,0.113
1,559,0.00524999999999998
1,560,0.02175
1,561,0.0055
1,562,0.09175
1,563,0.0375
1,564,0.22725
1,565,0.1455
1,566,0.0535
1,567,0.054
1,568,0.27425
1,569,0.02425
1,570,0.01425
1,571,0.011
1,572,0.02925
1,573,0.00324999999999998
1,574,0.018
1,575,0.01625
1,576,0.01875
1,577,0.00850000000000001
1,578,0.06725
1,579,0.03625
1,580,0.04625
1,581,0.06375
1,582,0.031
1,583,0.02475
1,584,0.11825
1,585,0.40525
1,586,0.05825
1,587,0.12725
1,588,0.97925
1,589,0.99075
1,590,0.035
1,591,0.01025
1,592,0.042
1,593,0.00600000000000001
1,594,0.02875
1,595,0.02975
1,596,0.03075
1,597,0.067
1,598,0.0405
1,599,0.01475
1,600,0.2725
1,601,0.175
1,602,0.4345
1,603,0.9
1,604,0.10575
1,605,0.02775
1,606,0.16275
1,607,0.04
1,608,0.13325
1,609,0.27475
1,610,0.40725
1,611,0.06775
1,612,0.0705
1,613,0.22725
1,614,0.2435
1,615,0.07225
1,616,0.06525
1,617,0.0125
1,618,0.026
1,619,0.16475
1,620,0.137
1,621,0.06175
1,622,0.01375
1,623,0.298
1,624,0.06525
1,625,0.13325
1,626,0.0625
1,627,0.3405
1,628,0.01425
1,629,0.07575
1,630,0.135
1,631,0.0115
1,632,0.025
1,633,0.004
1,634,0.3435
1,635,0.021
1,636,0.00574999999999998
1,637,0.05425
1,638,0.033
1,639,0.03675
1,640,0.265
1,641,0.21975
1,642,0.192
1,643,0.31525
1,644,0.01925
1,645,0.134
1,646,0.64925
1,647,0.02575
1,648,0.01925
1,649,0.03525
1,650,0.022
1,651,0.052
1,652,0.039
1,653,0.04175
1,654,0.02375
1,655,0.072
1,656,0.041
1,657,0.00824999999999998
1,658,0.069
1,659,0.01325
1,660,0.23475
1,661,0.028
1,662,0.0435
1,663,0.2345
1,664,0.6955
1,665,0.00724999999999998
1,666,0.0485
1,667,0.0475
1,668,0.26275
1,669,0.302
1,670,0.0165
1,671,0.07375
1,672,0.08525
1,673,0.00924999999999998
1,674,0.07875
1,675,0.48275
1,676,0.1625
1,677,0.046
1,678,0.00374999999999998
1,679,0.175
1,680,0.0135
1,681,0.037
1,682,0.20325
1,683,0.07975
1,684,0.043
1,685,0.021
1,686,0.084
1,687,0.0305
1,688,0.21225
1,689,0.06425
1,690,0.18975
1,691,0.421
1,692,0.04875
1,693,0.02775
1,694,0.16875
1,695,0.0165
1,696,0.08275
1,697,0.04725
1,698,0.015
1,699,0.0105
1,700,0.02675
1,701,0.13925
1,702,0.167
1,703,0.04925
1,704,0.0675
1,705,0.08075
1,706,0.0205
1,707,0.05
1,708,0.01125
1,709,0.12075
1,710,0.225
1,711,0.058
1,712,0.045
1,713,0.0115
1,714,0.0295
1,715,0.08475
1,716,0.25225
1,717,0.817
1,718,0.04775
1,719,0.3995
1,720,0.04475
1,721,0.0895
1,722,0.03475
1,723,0.0185
1,724,0.051
1,725,0.044
1,726,0.29425
1,727,0.108
1,728,0.027
1,729,0.04675
1,730,0.067
1,731,0.16
1,732,0.02875
1,733,0.1475
1,734,0.107
1,735,0.0705
1,736,0.01875
1,737,0.0675
1,738,0.014
1,739,0.0895
1,740,0.00900000000000001
1,741,0.0615
1,742,0.87925
1,743,0.758
1,744,0.04525
1,745,0.497
1,746,0.1655
1,747,0.343
1,748,0.754
1,749,0.1975
1,750,0.641
1,751,0.19075
1,752,0.472
1,753,0.117
1,754,0.1525
1,755,0.3135
1,756,0.24825
1,757,0.10975
1,758,0.26025
1,759,0.296
1,760,0.42675
1,761,0.701
1,762,0.05225
1,763,0.1675
1,764,0.00850000000000001
1,765,0.14175
1,766,0.14425
1,767,0.2755
1,768,0.15425
1,769,0.0425
1,770,0.0275
1,771,0.17975
1,772,0.09
1,773,0.20675
1,774,0.19575
1,775,0.061
1,776,0.3325
1,777,0.491
1,778,0.18225
1,779,0.1205
1,780,0.1785
1,781,0.0185
1,782,0.08025
1,783,0.24425
1,784,0.0255
1,785,0.96675
1,786,0.996
1,787,0.35625
1,788,0.08875
1,789,0.263
1,790,0.04625
1,791,0.1695
1,792,0.04775
1,793,0.0885
1,794,0.101
1,795,0.0295
1,796,0.075
1,797,0.32075
1,798,0.07325
1,799,0.05175
1,800,0.05325
1,801,0.29175
1,802,0.0305
1,803,0.04975
1,804,0.07175
1,805,0.0215
1,806,0.32225
1,807,0.21475
1,808,0.0195
1,809,0.26275
1,810,0.01075
1,811,0.0315
1,812,0.0295
1,813,0.10275
1,814,0.12825
1,815,0.02275
1,816,0.19725
1,817,0.031
1,818,0.06725
1,819,0.03
1,820,0.01625
1,821,0.06825
1,822,0.0525
1,823,0.11825
1,824,0.10175
1,825,0.11125
1,826,0.00800000000000001
1,827,0.17
1,828,0.14025
1,829,0.2585
1,830,0.65725
1,831,0.157
1,832,0.2235
1,833,0.2575
1,834,0.10725
1,835,0.07625
1,836,0.1855
1,837,0.17
1,838,0.0125
1,839,0.0795
1,840,0.406
1,841,0.06575
1,842,0.03675
1,843,0.0645
1,844,0.49725
1,845,0.2045
1,846,0.1165
1,847,0.0375
1,848,0.01025
1,849,0.02
1,850,0.297
1,851,0.073
1,852,0.02175
1,853,0.02775
1,854,0.07175
1,855,0.03425
1,856,0.036
1,857,0.06575
1,858,0.038
1,859,0.01025
1,860,0.121
1,861,0.0795
1,862,0.0515
1,863,0.16375
1,864,0.2045
1,865,0.08375
1,866,0.01175
1,867,0.671
1,868,0.01075
1,869,0.0485
1,870,0.37375
1,871,0.16125
1,872,0.25625
1,873,0.00974999999999998
1,874,0.1245
1,875,0.162
1,876,0.04125
1,877,0.07625
1,878,0.11975
1,879,0.02875
1,880,0.2375
1,881,0.369
1,882,0.2895
1,883,0.2395
1,884,0.02775
1,885,0.11425
1,886,0.2515
1,887,0.19275
1,888,0.1085
1,889,0.28925
1,890,0.2405
1,891,0.143
1,892,0.03375
1,893,0.061
1,894,0.048
1,895,0.3035
1,896,0.045
1,897,0.387
1,898,0.22575
1,899,0.27475
1,900,0.5165
1,901,0.26425
1,902,0.2375
1,903,0.05575
1,904,0.19
1,905,0.023
1,906,0.01825
1,907,0.042
1,908,0.039
1,909,0.04825
1,910,0.14525
1,911,0.24475
1,912,0.01425
1,913,0.157
1,914,0.139
1,915,0.0795
1,916,0.10375
1,917,0.22075
1,918,0.08525
1,919,0.11375
1,920,0.15825
1,921,0.54875
1,922,0.0555
1,923,0.038
1,924,0.0335
1,925,0.0345
1,926,0.14875
1,927,0.017
1,928,0.049
1,929,0.063
1,930,0.04375
1,931,0.27975
1,932,0.19275
1,933,0.124
1,934,0.00950000000000001
1,935,0.0225
1,936,0.3925
1,937,0.1405
1,938,0.00624999999999998
1,939,0.018
1,940,0.024
1,941,0.10175
1,942,0.46475
1,943,0.0805
1,944,0.058
1,945,0.1045
1,946,0.0115
1,947,0.02125
1,948,0.0355
1,949,0.0275
1,950,0.308
1,951,0.358
1,952,0.059
1,953,0.132
1,954,0.13425
1,955,0.06575
1,956,0.088
1,957,0.01925
1,958,0.0175
1,959,0.04325
1,960,0.11325
1,961,0.31875
1,962,0.02625
1,963,0.04625
1,964,0.02375
1,965,0.02025
1,966,0.05025
1,967,0.3555
1,968,0.08475
1,969,0.3055
1,970,0.19175
1,971,0.9075
1,972,0.75
1,973,0.17025
1,974,0.0415
1,975,0.00650000000000001
1,976,0.00850000000000001
1,977,0.169
1,978,0.017
1,979,0.01175
1,980,0.02575
1,981,0.0685
1,982,0.3755
1,983,0.032
1,984,0.123
1,985,0.029
1,986,0.05825
1,987,0.20775
1,988,0.0845
1,989,0.112
1,990,0.3775
1,991,0.09475
1,992,0.4345
1,993,0.01475
1,994,0.04925
1,995,0.092
1,996,0.03325
1,997,0.22175
1,998,0.12875
1,999,0.49
1,1000,0.31
1,1001,0.14525
1,1002,0.00174999999999997
1,1003,0.57375
1,1004,0.156
1,1005,0.05225
1,1006,0.029
1,1007,0.50675
1,1008,0.6095
1,1009,0.005
1,1010,0.11525
1,1011,0.16425
1,1012,0.75225
1,1013,0.20075
1,1014,0.145
1,1015,0.07675
1,1016,0.027
1,1017,0.0875
1,1018,0.0505
1,1019,0.02625
1,1020,0.3335
1,1021,0.05575
1,1022,0.02925
1,1023,0.08725
1,1024,0.186
1,1025,0.31425
1,1026,0.23175
1,1027,0.033
1,1028,0.1585
1,1029,0.13425
1,1030,0.015
1,1031,0.03325
1,1032,0.04775
1,1033,0.24625
1,1034,0.3355
1,1035,0.582
1,1036,0.99925
1,1037,0.2275
1,1038,0.02025
1,1039,0.03025
1,1040,0.4915
1,1041,0.022
1,1042,0.0475
1,1043,0.184
1,1044,0.2105
1,1045,0.09275
1,1046,0.0975
1,1047,0.102
1,1048,0.02075
1,1049,0.125
1,1050,0.102
1,1051,0.363
1,1052,0.03575
1,1053,0.296
1,1054,0.273
1,1055,0.03975
1,1056,0.10625
1,1057,0.273
1,1058,0.0235
1,1059,0.06125
1,1060,0.00950000000000001
1,1061,0.03575
1,1062,0.84225
1,1063,0.03625
1,1064,0.4205
1,1065,0.3015
1,1066,0.15575
1,1067,0.00850000000000001
1,1068,0.019
1,1069,0.00424999999999998
1,1070,0.2615
1,1071,0.544
1,1072,0.7145
1,1073,0.2845
1,1074,0.15075
1,1075,0.01
1,1076,0.06125
1,1077,0.015
1,1078,0.03375
1,1079,0.00974999999999998
1,1080,0.00474999999999998
1,1081,0.016
1,1082,0.05725
1,1083,0.05625
1,1084,0.2795
1,1085,0.1915
1,1086,0.02825
1,1087,0.03775
1,1088,0.02625
1,1089,0.1085
1,1090,0.60425
1,1091,0.4105
1,1092,0.445
1,1093,0.33725
1,1094,0.02175
1,1095,0.04075
1,1096,0.0625
1,1097,0.04375
1,1098,0.10075
1,1099,0.00474999999999998
1,1100,0.19225
1,1101,0.2585
1,1102,0.00900000000000001
1,1103,0.02775
1,1104,0.29925
1,1105,0.04675
1,1106,0.01025
1,1107,0.02725
1,1108,0.737
1,1109,0.112
1,1110,0.05125
1,1111,0.04375
1,1112,0.0535
1,1113,0.12575
1,1114,0.77675
1,1115,0.145
1,1116,0.11275
1,1117,0.042
1,1118,0.1025
1,1119,0.0395
1,1120,0.018
1,1121,0.04575
1,1122,0.03275
1,1123,0.125
1,1124,0.0415
1,1125,0.01925
1,1126,0.03625
1,1127,0.07775
1,1128,0.023
2,1,0.03975
2,2,0.04375
2,3,0.03775
2,4,0.048
2,5,0.11025
2,6,0.0725
2,7,0.04775
2,8,0.10975
2,9,0.09925
2,10,0.0205
2,11,0.06775
2,12,0.089
2,13,0.22575
2,14,0.00624999999999998
2,15,0.003
2,16,0.03475
2,17,0.00950000000000001
2,18,0.18975
2,19,0.646
2,20,0.40025
2,21,0.451
2,22,0.602
2,23,0.151
2,24,0.281
2,25,0.076
2,26,0.1435
2,27,0.11675
2,28,0.0435
2,29,0.981
2,30,0.1055
2,31,0.00824999999999998
2,32,0.0665
2,33,0.08575
2,34,0.053
2,35,0.04525
2,36,0.1465
2,37,0.0775
2,38,0.029
2,39,0.02275
2,40,0.02475
2,41,0.0205
2,42,0.02975
2,43,0.04425
2,44,0.047
2,45,0.0625
2,46,0.243
2,47,0.00850000000000001
2,48,0.16225
2,49,0.355
2,50,0.05375
2,51,0.2085
2,52,0.1695
2,53,0.1505
2,54,0.033
2,55,0.078
2,56,0.01675
2,57,0.014
2,58,0.061
2,59,0.09475
2,60,0.01825
2,61,0.55125
2,62,0.9145
2,63,0.08225
2,64,0.15
2,65,0.03325
2,66,0.03425
2,67,0.041
2,68,0.02425
2,69,0.0105
2,70,0.12175
2,71,0.0315
2,72,0.023
2,73,0.07775
2,74,0.01875
2,75,0.0745
2,76,0.022
2,77,0.02525
2,78,0.02775
2,79,0.06075
2,80,0.0205
2,81,0.03725
2,82,0.0575
2,83,0.026
2,84,0.078
2,85,0.09375
2,86,0.15925
2,87,0.05775
2,88,0.00750000000000001
2,89,0.01725
2,90,0.12675
2,91,0.03
2,92,0.05725
2,93,0.094
2,94,0.19525
2,95,0.04975
2,96,0.08875
2,97,0.105
2,98,0.4695
2,99,0.1545
2,100,0.19825
2,101,0.13325
2,102,0.02575
2,103,0.00800000000000001
2,104,0.0035
2,105,0.03925
2,106,0.00800000000000001
2,107,0.66125
2,108,0.05625
2,109,0.1795
2,110,0.06775
2,111,0.07725
2,112,0.643
2,113,0.597
2,114,0.012
2,115,0.2235
2,116,0.05325
2,117,0.00850000000000001
2,118,0.0375
2,119,0.002
2,120,0.0425
2,121,0.18125
2,122,0.1125
2,123,0.01375
2,124,0.02075
2,125,0.031
2,126,0.08625
2,127,0.02575
2,128,0.1745
2,129,0.18475
2,130,0.0155
2,131,0.0105
2,132,0.77675
2,133,0.10525
2,134,0.0865
2,135,0.06575
2,136,0.04325
2,137,0.03125
2,138,0.1175
2,139,0.047
2,140,0.02475
2,141,0.09375
2,142,0.0115
2,143,0.0525
2,144,0.0685
2,145,0.0295
2,146,0.03225
2,147,0.08825
2,148,0.02425
2,149,0.0575
2,150,0.01625
2,151,0.05475
2,152,0.15125
2,153,0.17725
2,154,0.298
2,155,0.065
2,156,0.033
2,157,0.0755
2,158,0.01975
2,159,0.0385
2,160,0.05675
2,161,0.01025
2,162,0.16775
2,163,0.017
2,164,0.11775
2,165,0.0185
2,166,0.01475
2,167,0.12725
2,168,0.03075
2,169,0.22825
2,170,0.09325
2,171,0.12175
2,172,0.435
2,173,0.06025
2,174,0.05075
2,175,0.12125
2,176,0.123
2,177,0.2095
2,178,0.04075
2,179,0.06325
2,180,0.014
2,181,0.0205
2,182,0.033
2,183,0.06375
2,184,0.02275
2,185,0.073
2,186,0.312
2,187,0.00774999999999998
2,188,0.4865
2,189,0.0265
2,190,0.022
2,191,0.0705
2,192,0.16475
2,193,0.4355
2,194,0.051
2,195,0.626
2,196,0.13675
2,197,0.01975
2,198,0.2325
2,199,0.2035
2,200,0.024
2,201,0.066
2,202,0.013
2,203,0.87025
2,204,0.96425
2,205,0.00700000000000001
2,206,0.12175
2,207,0.00974999999999998
2,208,0.02375
2,209,0.0115
2,210,0.031
2,211,0.0275
2,212,0.12975
2,213,0.03925
2,214,0.01325
2,215,0.125
2,216,0.16525
2,217,0.01425
2,218,0.05175
2,219,0.0025
2,220,0.35625
2,221,0.05375
2,222,0.077
2,223,0.04625
2,224,0.016
2,225,0.00700000000000001
2,226,0.0425
2,227,0.02175
2,228,0.01125
2,229,0.04625
2,230,0.54025
2,231,0.1385
2,232,0.0485
2,233,0.053
2,234,0.121
2,235,0.11925
2,236,0.06575
2,237,0.00424999999999998
2,238,0.1235
2,239,0.07125
2,240,0.116
2,241,0.028
2,242,0.113
2,243,0.04025
2,244,0.60175
2,245,0.72775
2,246,0.13225
2,247,0.036
2,248,0.058
2,249,0.0285
2,250,0.01275
2,251,0.1565
2,252,0.10275
2,253,0.0195
2,254,0.013
2,255,0.3485
2,256,0.227
2,257,0.0295
2,258,0.2755
2,259,0.06675
2,260,0.2785
2,261,0.031
2,262,0.0655
2,263,0.0215
2,264,0.0695
2,265,0.0585
2,266,0.41125
2,267,0.10875
2,268,0.06325
2,269,0.12025
2,270,0.231
2,271,0.0485
2,272,0.21
2,273,0.015
2,274,0.11
2,275,0.124
2,276,0.16525
2,277,0.29675
2,278,0.288
2,279,0.34125
2,280,0.02225
2,281,0.0245
2,282,0.03825
2,283,0.00750000000000001
2,284,0.01375
2,285,0.05375
2,286,0.0815
2,287,0.095
2,288,0.168
2,289,0.03075
2,290,0.02
2,291,0.00700000000000001
2,292,0.35225
2,293,0.03175
2,294,0.15925
2,295,0.00824999999999998
2,296,0.016
2,297,0.07875
2,298,0.04975
2,299,0.55075
2,300,0.039
2,301,0.05925
2,302,0.37275
2,303,0.01575
2,304,0.3835
2,305,0.07
2,306,0.02625
2,307,0.0105
2,308,0.26825
2,309,0.12325
2,310,0.0175
2,311,0.08525
2,312,0.07825
2,313,0.174
2,314,0.29675
2,315,0.024
2,316,0.0935
2,317,0.02425
2,318,0.047
2,319,0.07075
2,320,0.09425
2,321,0.0385
2,322,0.15075
2,323,0.2415
2,324,0.25575
2,325,0.1915
2,326,0.0855
2,327,0.0435
2,328,0.09925
2,329,0.0535
2,330,0.0295
2,331,0.015
2,332,0.02475
2,333,0.06325
2,334,0.52575
2,335,0.20375
2,336,0.07275
2,337,0.066
2,338,0.23575
2,339,0.07075
2,340,0.004
2,341,0.07075
2,342,0.01525
2,343,0.07725
2,344,0.08875
2,345,0.6165
2,346,0.0655
2,347,0.01275
2,348,0.096
2,349,0.17725
2,350,0.12375
2,351,0.1725
2,352,0.00900000000000001
2,353,0.12575
2,354,0.0715
2,355,0.7205
2,356,0.19
2,357,0.0755
2,358,0.0735
2,359,0.05425
2,360,0.09775
2,361,0.04525
2,362,0.0965
2,363,0.023
2,364,0.357
2,365,0.183
2,366,0.1875
2,367,0.597
2,368,0.17525
2,369,0.02875
2,370,0.08225
2,371,0.1
2,372,0.07025
2,373,0.01525
2,374,0.86925
2,375,0.06825
2,376,0.14775
2,377,0.934
2,378,0.69775
2,379,0.06175
2,380,0.018
2,381,0.0965
2,382,0.3915
2,383,0.044
2,384,0.0215
2,385,0.04725
2,386,0.0575
2,387,0.2425
2,388,0.353
2,389,0.33025
2,390,0.164
2,391,0.056
2,392,0.00800000000000001
2,393,0.06
2,394,0.0275
2,395,0.0205
2,396,0.37275
2,397,0.04225
2,398,0.0195
2,399,0.00750000000000001
2,400,0.0495
2,401,0.1145
2,402,0.03325
2,403,0.0355
2,404,0.0205
2,405,0.0265
2,406,0.20725
2,407,0.0265
2,408,0.02125
2,409,0.047
2,410,0.05675
2,411,0.02825
2,412,0.202
2,413,0.06825
2,414,0.7455
2,415,0.8705
2,416,0.02475
2,417,0.265
2,418,0.0715
2,419,0.1825
2,420,0.13675
2,421,0.04525
2,422,0.07
2,423,0.0395
2,424,0.15025
2,425,0.04375
2,426,0.084
